"Activity" "Subject" "Measurement" "Value"
"laying" "28" "tBodyAccMag-std()" -0.9545740295
"sitting" "28" "tBodyAccMag-std()" -0.947782703333333
"standing" "28" "tBodyAccMag-std()" -0.917658334177215
"walking" "28" "tBodyAccMag-std()" -0.39269402
"walking_downstairs" "28" "tBodyAccMag-std()" 0.135465563932609
"walking_upstairs" "28" "tBodyAccMag-std()" -0.211928666470588
"laying" "29" "tBodyAccMag-std()" -0.981572147681159
"sitting" "29" "tBodyAccMag-std()" -0.9692903165
"standing" "29" "tBodyAccMag-std()" -0.981745712923077
"walking" "29" "tBodyAccMag-std()" -0.262695063584906
"walking_downstairs" "29" "tBodyAccMag-std()" 0.1344811501875
"walking_upstairs" "29" "tBodyAccMag-std()" -0.0414696051693878
"laying" "30" "tBodyAccMag-std()" -0.960167907285714
"sitting" "30" "tBodyAccMag-std()" -0.942901466612903
"standing" "30" "tBodyAccMag-std()" -0.916570441355932
"walking" "30" "tBodyAccMag-std()" -0.359873411538462
"walking_downstairs" "30" "tBodyAccMag-std()" -0.0135771208822581
"walking_upstairs" "30" "tBodyAccMag-std()" -0.327410815861538
"laying" "1" "tGravityAccMag-mean()" -0.8419291525
"sitting" "1" "tGravityAccMag-mean()" -0.948536786170213
"standing" "1" "tGravityAccMag-mean()" -0.984278207358491
"walking" "1" "tGravityAccMag-mean()" -0.136971176556842
"walking_downstairs" "1" "tGravityAccMag-mean()" 0.0271882914106122
"walking_upstairs" "1" "tGravityAccMag-mean()" -0.129927630735849
"laying" "2" "tGravityAccMag-mean()" -0.977435485208333
"sitting" "2" "tGravityAccMag-mean()" -0.967893623913043
"standing" "2" "tGravityAccMag-mean()" -0.965875181296296
"walking" "2" "tGravityAccMag-mean()" -0.290407593728814
"walking_downstairs" "2" "tGravityAccMag-mean()" 0.0899511204978723
"walking_upstairs" "2" "tGravityAccMag-mean()" -0.107322679520833
"laying" "3" "tGravityAccMag-mean()" -0.972791346129032
"sitting" "3" "tGravityAccMag-mean()" -0.895383350192308
"standing" "3" "tGravityAccMag-mean()" -0.925430819016393
"walking" "3" "tGravityAccMag-mean()" -0.254690333275862
"walking_downstairs" "3" "tGravityAccMag-mean()" -0.0628126118283674
"walking_upstairs" "3" "tGravityAccMag-mean()" -0.184014895
"laying" "4" "tGravityAccMag-mean()" -0.954557603148148
"sitting" "4" "tGravityAccMag-mean()" -0.93569482
"standing" "4" "tGravityAccMag-mean()" -0.906478051785714
"walking" "4" "tGravityAccMag-mean()" -0.312050574166667
"walking_downstairs" "4" "tGravityAccMag-mean()" -0.0491616726733333
"walking_upstairs" "4" "tGravityAccMag-mean()" -0.153703935357692
"laying" "5" "tGravityAccMag-mean()" -0.966777882884615
"sitting" "5" "tGravityAccMag-mean()" -0.9379783225
"standing" "5" "tGravityAccMag-mean()" -0.906104701071429
"walking" "5" "tGravityAccMag-mean()" -0.158338674394643
"walking_downstairs" "5" "tGravityAccMag-mean()" 0.211138853638298
"walking_upstairs" "5" "tGravityAccMag-mean()" 0.0435562021989362
"laying" "6" "tGravityAccMag-mean()" -0.918878850824561
"sitting" "6" "tGravityAccMag-mean()" -0.949543531272727
"standing" "6" "tGravityAccMag-mean()" -0.945022876491228
"walking" "6" "tGravityAccMag-mean()" -0.166840713631579
"walking_downstairs" "6" "tGravityAccMag-mean()" 0.333754731458333
"walking_upstairs" "6" "tGravityAccMag-mean()" 0.0177790974433333
"laying" "7" "tGravityAccMag-mean()" -0.936392023846154
"sitting" "7" "tGravityAccMag-mean()" -0.918432107083333
"standing" "7" "tGravityAccMag-mean()" -0.942724659245283
"walking" "7" "tGravityAccMag-mean()" -0.0978090439438596
"walking_downstairs" "7" "tGravityAccMag-mean()" 0.0198795285851064
"walking_upstairs" "7" "tGravityAccMag-mean()" -0.198074437978431
"laying" "8" "tGravityAccMag-mean()" -0.935308633888889
"sitting" "8" "tGravityAccMag-mean()" -0.952139704347826
"standing" "8" "tGravityAccMag-mean()" -0.953762884074074
"walking" "8" "tGravityAccMag-mean()" 0.0516786278104167
"walking_downstairs" "8" "tGravityAccMag-mean()" 0.176599311818421
"walking_upstairs" "8" "tGravityAccMag-mean()" 0.121026629195122
"laying" "9" "tGravityAccMag-mean()" -0.9308684376
"sitting" "9" "tGravityAccMag-mean()" -0.8933617176
"standing" "9" "tGravityAccMag-mean()" -0.945167482444444
"walking" "9" "tGravityAccMag-mean()" -0.0980840496143461
"walking_downstairs" "9" "tGravityAccMag-mean()" 0.145886357935714
"walking_upstairs" "9" "tGravityAccMag-mean()" -0.260727581428571
"laying" "10" "tGravityAccMag-mean()" -0.956781819655172
"sitting" "10" "tGravityAccMag-mean()" -0.96075719962963
"standing" "10" "tGravityAccMag-mean()" -0.951988907954545
"walking" "10" "tGravityAccMag-mean()" -0.127400912069811
"walking_downstairs" "10" "tGravityAccMag-mean()" 0.250843769394737
"walking_upstairs" "10" "tGravityAccMag-mean()" -0.0266623294757447
"laying" "11" "tGravityAccMag-mean()" -0.980621180175439
"sitting" "11" "tGravityAccMag-mean()" -0.961970763773585
"standing" "11" "tGravityAccMag-mean()" -0.984853836595745
"walking" "11" "tGravityAccMag-mean()" -0.288323472033898
"walking_downstairs" "11" "tGravityAccMag-mean()" 0.126227657258696
"walking_upstairs" "11" "tGravityAccMag-mean()" -0.132594623759259
"laying" "12" "tGravityAccMag-mean()" -0.9482046755
"sitting" "12" "tGravityAccMag-mean()" -0.952176621372549
"standing" "12" "tGravityAccMag-mean()" -0.941459935081967
"walking" "12" "tGravityAccMag-mean()" -0.102204550448
"walking_downstairs" "12" "tGravityAccMag-mean()" 0.0183139429630435
"walking_upstairs" "12" "tGravityAccMag-mean()" -0.229183927115385
"laying" "13" "tGravityAccMag-mean()" -0.960517768225806
"sitting" "13" "tGravityAccMag-mean()" -0.957690563673469
"standing" "13" "tGravityAccMag-mean()" -0.971564243157895
"walking" "13" "tGravityAccMag-mean()" -0.135643867842105
"walking_downstairs" "13" "tGravityAccMag-mean()" -0.0294634299553191
"walking_upstairs" "13" "tGravityAccMag-mean()" -0.10115350174
"laying" "14" "tGravityAccMag-mean()" -0.905978250196078
"sitting" "14" "tGravityAccMag-mean()" -0.944197943703704
"standing" "14" "tGravityAccMag-mean()" -0.943456847333333
"walking" "14" "tGravityAccMag-mean()" -0.144404671779661
"walking_downstairs" "14" "tGravityAccMag-mean()" 0.185537706866667
"walking_upstairs" "14" "tGravityAccMag-mean()" 0.140108204051852
"laying" "15" "tGravityAccMag-mean()" -0.955340661527778
"sitting" "15" "tGravityAccMag-mean()" -0.958669836271186
"standing" "15" "tGravityAccMag-mean()" -0.961207616226415
"walking" "15" "tGravityAccMag-mean()" -0.186514650759259
"walking_downstairs" "15" "tGravityAccMag-mean()" 0.320449387166667
"walking_upstairs" "15" "tGravityAccMag-mean()" -0.000971394711666667
"laying" "16" "tGravityAccMag-mean()" -0.961834634857143
"sitting" "16" "tGravityAccMag-mean()" -0.961879680724638
"standing" "16" "tGravityAccMag-mean()" -0.969948825128205
"walking" "16" "tGravityAccMag-mean()" -0.258766694117647
"walking_downstairs" "16" "tGravityAccMag-mean()" 0.191079793587447
"walking_upstairs" "16" "tGravityAccMag-mean()" -0.233990331568627
"laying" "17" "tGravityAccMag-mean()" -0.953021411126761
"sitting" "17" "tGravityAccMag-mean()" -0.97274734640625
"standing" "17" "tGravityAccMag-mean()" -0.977635981410256
"walking" "17" "tGravityAccMag-mean()" -0.151151487704918
"walking_downstairs" "17" "tGravityAccMag-mean()" 0.148951103536087
"walking_upstairs" "17" "tGravityAccMag-mean()" -0.0128062276916667
"laying" "18" "tGravityAccMag-mean()" -0.986456241538462
"sitting" "18" "tGravityAccMag-mean()" -0.983674151754386
"standing" "18" "tGravityAccMag-mean()" -0.972607495342466
"walking" "18" "tGravityAccMag-mean()" -0.287908078035714
"walking_downstairs" "18" "tGravityAccMag-mean()" -0.293531973636364
"walking_upstairs" "18" "tGravityAccMag-mean()" -0.279146312758621
"laying" "19" "tGravityAccMag-mean()" -0.96626080686747
"sitting" "19" "tGravityAccMag-mean()" -0.962074065616438
"standing" "19" "tGravityAccMag-mean()" -0.960505683561644
"walking" "19" "tGravityAccMag-mean()" 0.0648173438653846
"walking_downstairs" "19" "tGravityAccMag-mean()" 0.644604325128205
"walking_upstairs" "19" "tGravityAccMag-mean()" 0.01738119347275
"laying" "20" "tGravityAccMag-mean()" -0.960743126176471
"sitting" "20" "tGravityAccMag-mean()" -0.952738043030303
"standing" "20" "tGravityAccMag-mean()" -0.92240685739726
"walking" "20" "tGravityAccMag-mean()" 0.039402280578902
"walking_downstairs" "20" "tGravityAccMag-mean()" 0.221851587933333
"walking_upstairs" "20" "tGravityAccMag-mean()" 0.00872502461176471
"laying" "21" "tGravityAccMag-mean()" -0.952596583222222
"sitting" "21" "tGravityAccMag-mean()" -0.974734999411765
"standing" "21" "tGravityAccMag-mean()" -0.958774298089888
"walking" "21" "tGravityAccMag-mean()" -0.123455661519231
"walking_downstairs" "21" "tGravityAccMag-mean()" 0.245771699004444
"walking_upstairs" "21" "tGravityAccMag-mean()" -0.0810453188106383
"laying" "22" "tGravityAccMag-mean()" -0.934993799305556
"sitting" "22" "tGravityAccMag-mean()" -0.942167353870968
"standing" "22" "tGravityAccMag-mean()" -0.954807661269841
"walking" "22" "tGravityAccMag-mean()" 0.0722419121669565
"walking_downstairs" "22" "tGravityAccMag-mean()" 0.330999221944444
"walking_upstairs" "22" "tGravityAccMag-mean()" 0.210282608333333
"laying" "23" "tGravityAccMag-mean()" -0.962959196805556
"sitting" "23" "tGravityAccMag-mean()" -0.944080772941176
"standing" "23" "tGravityAccMag-mean()" -0.957212267058824
"walking" "23" "tGravityAccMag-mean()" -0.0988770198220339
"walking_downstairs" "23" "tGravityAccMag-mean()" 0.127211137694444
"walking_upstairs" "23" "tGravityAccMag-mean()" -0.0117536873784314
"laying" "24" "tGravityAccMag-mean()" -0.9718540425
"sitting" "24" "tGravityAccMag-mean()" -0.968979156470588
"standing" "24" "tGravityAccMag-mean()" -0.950061017681159
"walking" "24" "tGravityAccMag-mean()" -0.299983613965517
"walking_downstairs" "24" "tGravityAccMag-mean()" -0.0737699163072727
"walking_upstairs" "24" "tGravityAccMag-mean()" -0.226402822033898
"laying" "25" "tGravityAccMag-mean()" -0.56047777609589
"sitting" "25" "tGravityAccMag-mean()" -0.970409337076923
"standing" "25" "tGravityAccMag-mean()" -0.972663592162162
"walking" "25" "tGravityAccMag-mean()" -0.40528943
"walking_downstairs" "25" "tGravityAccMag-mean()" -0.22010859462069
"walking_upstairs" "25" "tGravityAccMag-mean()" -0.305772199076923
"laying" "26" "tGravityAccMag-mean()" -0.976785042368421
"sitting" "26" "tGravityAccMag-mean()" -0.953079994102564
"standing" "26" "tGravityAccMag-mean()" -0.968511694324324
"walking" "26" "tGravityAccMag-mean()" -0.223399171830508
"walking_downstairs" "26" "tGravityAccMag-mean()" 0.114379383742
"walking_upstairs" "26" "tGravityAccMag-mean()" -0.142874499381818
"laying" "27" "tGravityAccMag-mean()" -0.982091652162162
"sitting" "27" "tGravityAccMag-mean()" -0.979481668857143
"standing" "27" "tGravityAccMag-mean()" -0.972753287375
"walking" "27" "tGravityAccMag-mean()" -0.238853875263158
"walking_downstairs" "27" "tGravityAccMag-mean()" 0.108071382861364
"walking_upstairs" "27" "tGravityAccMag-mean()" -0.160589355980392
"laying" "28" "tGravityAccMag-mean()" -0.95811223025
"sitting" "28" "tGravityAccMag-mean()" -0.955789708611111
"standing" "28" "tGravityAccMag-mean()" -0.92547165164557
"walking" "28" "tGravityAccMag-mean()" -0.1806660203
"walking_downstairs" "28" "tGravityAccMag-mean()" 0.104359216580435
"walking_upstairs" "28" "tGravityAccMag-mean()" -0.186240503960784
"laying" "29" "tGravityAccMag-mean()" -0.986493196666667
"sitting" "29" "tGravityAccMag-mean()" -0.978017021833333
"standing" "29" "tGravityAccMag-mean()" -0.984745318923077
"walking" "29" "tGravityAccMag-mean()" -0.0955213393716981
"walking_downstairs" "29" "tGravityAccMag-mean()" 0.103705165666667
"walking_upstairs" "29" "tGravityAccMag-mean()" 0.00834360271428571
"laying" "30" "tGravityAccMag-mean()" -0.969829984285714
"sitting" "30" "tGravityAccMag-mean()" -0.957487221451613
"standing" "30" "tGravityAccMag-mean()" -0.930573574915254
"walking" "30" "tGravityAccMag-mean()" -0.195140032969231
"walking_downstairs" "30" "tGravityAccMag-mean()" -0.0373901122469355
"walking_upstairs" "30" "tGravityAccMag-mean()" -0.137627857227385
"laying" "1" "tGravityAccMag-std()" -0.79514486386
"sitting" "1" "tGravityAccMag-std()" -0.927078418723404
"standing" "1" "tGravityAccMag-std()" -0.981942928867925
"walking" "1" "tGravityAccMag-std()" -0.219688645631579
"walking_downstairs" "1" "tGravityAccMag-std()" 0.0198843506265306
"walking_upstairs" "1" "tGravityAccMag-std()" -0.324970929245283
"laying" "2" "tGravityAccMag-std()" -0.972873912916667
"sitting" "2" "tGravityAccMag-std()" -0.953081444130435
"standing" "2" "tGravityAccMag-std()" -0.957874965
"walking" "2" "tGravityAccMag-std()" -0.422544169322034
"walking_downstairs" "2" "tGravityAccMag-std()" 0.215586334889362
"walking_upstairs" "2" "tGravityAccMag-std()" -0.205977045295833
"laying" "3" "tGravityAccMag-std()" -0.964218176451613
"sitting" "3" "tGravityAccMag-std()" -0.8703017
"standing" "3" "tGravityAccMag-std()" -0.915143303606557
"walking" "3" "tGravityAccMag-std()" -0.328428936551724
"walking_downstairs" "3" "tGravityAccMag-std()" -0.0411340078469388
"walking_upstairs" "3" "tGravityAccMag-std()" -0.333597432542373
"laying" "4" "tGravityAccMag-std()" -0.931292216611111
"sitting" "4" "tGravityAccMag-std()" -0.9144078448
"standing" "4" "tGravityAccMag-std()" -0.890976683392857
"walking" "4" "tGravityAccMag-std()" -0.527679103166667
"walking_downstairs" "4" "tGravityAccMag-std()" -0.0819559041111111
"walking_upstairs" "4" "tGravityAccMag-std()" -0.212012300480769
"laying" "5" "tGravityAccMag-std()" -0.958612786346154
"sitting" "5" "tGravityAccMag-std()" -0.920939027727273
"standing" "5" "tGravityAccMag-std()" -0.87977380125
"walking" "5" "tGravityAccMag-std()" -0.377178733392857
"walking_downstairs" "5" "tGravityAccMag-std()" 0.205422375957447
"walking_upstairs" "5" "tGravityAccMag-std()" -0.136736383765957
"laying" "6" "tGravityAccMag-std()" -0.897326245964912
"sitting" "6" "tGravityAccMag-std()" -0.931572655636364
"standing" "6" "tGravityAccMag-std()" -0.939310249649123
"walking" "6" "tGravityAccMag-std()" -0.266734167368421
"walking_downstairs" "6" "tGravityAccMag-std()" 0.373611914166667
"walking_upstairs" "6" "tGravityAccMag-std()" -0.0791508842176471
"laying" "7" "tGravityAccMag-std()" -0.907039513153846
"sitting" "7" "tGravityAccMag-std()" -0.881957619770833
"standing" "7" "tGravityAccMag-std()" -0.933590156792453
"walking" "7" "tGravityAccMag-std()" -0.198554708385965
"walking_downstairs" "7" "tGravityAccMag-std()" 0.214544028088723
"walking_upstairs" "7" "tGravityAccMag-std()" -0.33474460745098
"laying" "8" "tGravityAccMag-std()" -0.91325033
"sitting" "8" "tGravityAccMag-std()" -0.929943615630435
"standing" "8" "tGravityAccMag-std()" -0.937187185222222
"walking" "8" "tGravityAccMag-std()" -0.1804072826
"walking_downstairs" "8" "tGravityAccMag-std()" 0.131337867236842
"walking_upstairs" "8" "tGravityAccMag-std()" -0.227200254219512
"laying" "9" "tGravityAccMag-std()" -0.91512680016
"sitting" "9" "tGravityAccMag-std()" -0.8637564342
"standing" "9" "tGravityAccMag-std()" -0.936105010444444
"walking" "9" "tGravityAccMag-std()" -0.37942877
"walking_downstairs" "9" "tGravityAccMag-std()" 0.265120131365238
"walking_upstairs" "9" "tGravityAccMag-std()" -0.400222037142857
"laying" "10" "tGravityAccMag-std()" -0.940301654482759
"sitting" "10" "tGravityAccMag-std()" -0.939669591481481
"standing" "10" "tGravityAccMag-std()" -0.937264537954545
"walking" "10" "tGravityAccMag-std()" -0.185602396067925
"walking_downstairs" "10" "tGravityAccMag-std()" 0.156998205421053
"walking_upstairs" "10" "tGravityAccMag-std()" -0.211537480214383
"laying" "11" "tGravityAccMag-std()" -0.972891829473684
"sitting" "11" "tGravityAccMag-std()" -0.944581826415094
"standing" "11" "tGravityAccMag-std()" -0.98030536893617
"walking" "11" "tGravityAccMag-std()" -0.487735915084746
"walking_downstairs" "11" "tGravityAccMag-std()" 0.0507743652521739
"walking_upstairs" "11" "tGravityAccMag-std()" -0.289592148148148
"laying" "12" "tGravityAccMag-std()" -0.936542686833333
"sitting" "12" "tGravityAccMag-std()" -0.947517100196078
"standing" "12" "tGravityAccMag-std()" -0.935232945245902
"walking" "12" "tGravityAccMag-std()" -0.23697286882
"walking_downstairs" "12" "tGravityAccMag-std()" 0.0972608274652174
"walking_upstairs" "12" "tGravityAccMag-std()" -0.285844036153846
"laying" "13" "tGravityAccMag-std()" -0.947944746612903
"sitting" "13" "tGravityAccMag-std()" -0.937935738571429
"standing" "13" "tGravityAccMag-std()" -0.968519673859649
"walking" "13" "tGravityAccMag-std()" -0.292546377017544
"walking_downstairs" "13" "tGravityAccMag-std()" -0.0156098198829787
"walking_upstairs" "13" "tGravityAccMag-std()" -0.326339622181818
"laying" "14" "tGravityAccMag-std()" -0.856593119215686
"sitting" "14" "tGravityAccMag-std()" -0.92549582962963
"standing" "14" "tGravityAccMag-std()" -0.936735577166667
"walking" "14" "tGravityAccMag-std()" -0.36380562779661
"walking_downstairs" "14" "tGravityAccMag-std()" 0.428405922622222
"walking_upstairs" "14" "tGravityAccMag-std()" -0.0197686685018519
"laying" "15" "tGravityAccMag-std()" -0.943314107916667
"sitting" "15" "tGravityAccMag-std()" -0.93797790559322
"standing" "15" "tGravityAccMag-std()" -0.948600432641509
"walking" "15" "tGravityAccMag-std()" -0.323878324074074
"walking_downstairs" "15" "tGravityAccMag-std()" 0.353204008095238
"walking_upstairs" "15" "tGravityAccMag-std()" -0.136552217494583
"laying" "16" "tGravityAccMag-std()" -0.957895927714286
"sitting" "16" "tGravityAccMag-std()" -0.941051236086957
"standing" "16" "tGravityAccMag-std()" -0.95729449448718
"walking" "16" "tGravityAccMag-std()" -0.47180926745098
"walking_downstairs" "16" "tGravityAccMag-std()" 0.119183740638298
"walking_upstairs" "16" "tGravityAccMag-std()" -0.334795080196078
"laying" "17" "tGravityAccMag-std()" -0.948257993521127
"sitting" "17" "tGravityAccMag-std()" -0.96506519109375
"standing" "17" "tGravityAccMag-std()" -0.975377309871795
"walking" "17" "tGravityAccMag-std()" -0.461837866885246
"walking_downstairs" "17" "tGravityAccMag-std()" 0.0914076757326087
"walking_upstairs" "17" "tGravityAccMag-std()" -0.1028777303875
"laying" "18" "tGravityAccMag-std()" -0.986464542615385
"sitting" "18" "tGravityAccMag-std()" -0.981595285964912
"standing" "18" "tGravityAccMag-std()" -0.972285545479452
"walking" "18" "tGravityAccMag-std()" -0.460346465357143
"walking_downstairs" "18" "tGravityAccMag-std()" -0.229934247036364
"walking_upstairs" "18" "tGravityAccMag-std()" -0.37184157
"laying" "19" "tGravityAccMag-std()" -0.963193489036145
"sitting" "19" "tGravityAccMag-std()" -0.951755657260274
"standing" "19" "tGravityAccMag-std()" -0.962549342465753
"walking" "19" "tGravityAccMag-std()" -0.0993927171359615
"walking_downstairs" "19" "tGravityAccMag-std()" 0.413472376589744
"walking_upstairs" "19" "tGravityAccMag-std()" -0.177666828025
"laying" "20" "tGravityAccMag-std()" -0.939489444558824
"sitting" "20" "tGravityAccMag-std()" -0.937764028181818
"standing" "20" "tGravityAccMag-std()" -0.910672094794521
"walking" "20" "tGravityAccMag-std()" -0.156930391921569
"walking_downstairs" "20" "tGravityAccMag-std()" 0.172636361444444
"walking_upstairs" "20" "tGravityAccMag-std()" -0.198269718823529
"laying" "21" "tGravityAccMag-std()" -0.942186431444444
"sitting" "21" "tGravityAccMag-std()" -0.971994251294118
"standing" "21" "tGravityAccMag-std()" -0.956919898202247
"walking" "21" "tGravityAccMag-std()" -0.299709752173077
"walking_downstairs" "21" "tGravityAccMag-std()" 0.264341903711111
"walking_upstairs" "21" "tGravityAccMag-std()" -0.278474283829787
"laying" "22" "tGravityAccMag-std()" -0.909407761152778
"sitting" "22" "tGravityAccMag-std()" -0.924336184035484
"standing" "22" "tGravityAccMag-std()" -0.939866315079365
"walking" "22" "tGravityAccMag-std()" -0.161591787478261
"walking_downstairs" "22" "tGravityAccMag-std()" 0.133267478527222
"walking_upstairs" "22" "tGravityAccMag-std()" -0.158757474833333
"laying" "23" "tGravityAccMag-std()" -0.957871990555555
"sitting" "23" "tGravityAccMag-std()" -0.924963263235294
"standing" "23" "tGravityAccMag-std()" -0.9516698575
"walking" "23" "tGravityAccMag-std()" -0.209989354570847
"walking_downstairs" "23" "tGravityAccMag-std()" 0.230363964351852
"walking_upstairs" "23" "tGravityAccMag-std()" -0.271893714117647
"laying" "24" "tGravityAccMag-std()" -0.969354834166667
"sitting" "24" "tGravityAccMag-std()" -0.963779683235294
"standing" "24" "tGravityAccMag-std()" -0.94790101173913
"walking" "24" "tGravityAccMag-std()" -0.48106401862069
"walking_downstairs" "24" "tGravityAccMag-std()" -0.0224839122854545
"walking_upstairs" "24" "tGravityAccMag-std()" -0.30685447
"laying" "25" "tGravityAccMag-std()" -0.649254767945205
"sitting" "25" "tGravityAccMag-std()" -0.960003414461538
"standing" "25" "tGravityAccMag-std()" -0.968075629324324
"walking" "25" "tGravityAccMag-std()" -0.565601466081081
"walking_downstairs" "25" "tGravityAccMag-std()" -0.259465249913793
"walking_upstairs" "25" "tGravityAccMag-std()" -0.480006649846154
"laying" "26" "tGravityAccMag-std()" -0.964355190394737
"sitting" "26" "tGravityAccMag-std()" -0.933602783410256
"standing" "26" "tGravityAccMag-std()" -0.962697299189189
"walking" "26" "tGravityAccMag-std()" -0.421848313898305
"walking_downstairs" "26" "tGravityAccMag-std()" 0.14700167906
"walking_upstairs" "26" "tGravityAccMag-std()" -0.1507071068
"laying" "27" "tGravityAccMag-std()" -0.978920176216216
"sitting" "27" "tGravityAccMag-std()" -0.969526674714286
"standing" "27" "tGravityAccMag-std()" -0.9663601145
"walking" "27" "tGravityAccMag-std()" -0.407355787017544
"walking_downstairs" "27" "tGravityAccMag-std()" 0.121176277863636
"walking_upstairs" "27" "tGravityAccMag-std()" -0.37994878627451
"laying" "28" "tGravityAccMag-std()" -0.9545740295
"sitting" "28" "tGravityAccMag-std()" -0.947782703333333
"standing" "28" "tGravityAccMag-std()" -0.917658334177215
"walking" "28" "tGravityAccMag-std()" -0.39269402
"walking_downstairs" "28" "tGravityAccMag-std()" 0.135465563932609
"walking_upstairs" "28" "tGravityAccMag-std()" -0.211928666470588
"laying" "29" "tGravityAccMag-std()" -0.981572147681159
"sitting" "29" "tGravityAccMag-std()" -0.9692903165
"standing" "29" "tGravityAccMag-std()" -0.981745712923077
"walking" "29" "tGravityAccMag-std()" -0.262695063584906
"walking_downstairs" "29" "tGravityAccMag-std()" 0.1344811501875
"walking_upstairs" "29" "tGravityAccMag-std()" -0.0414696051693878
"laying" "30" "tGravityAccMag-std()" -0.960167907285714
"sitting" "30" "tGravityAccMag-std()" -0.942901466612903
"standing" "30" "tGravityAccMag-std()" -0.916570441355932
"walking" "30" "tGravityAccMag-std()" -0.359873411538462
"walking_downstairs" "30" "tGravityAccMag-std()" -0.0135771208822581
"walking_upstairs" "30" "tGravityAccMag-std()" -0.327410815861538
"laying" "1" "tBodyAccJerkMag-mean()" -0.9543962646
"sitting" "1" "tBodyAccJerkMag-mean()" -0.987364195531915
"standing" "1" "tBodyAccJerkMag-mean()" -0.992367790566038
"walking" "1" "tBodyAccJerkMag-mean()" -0.141428809031579
"walking_downstairs" "1" "tBodyAccJerkMag-mean()" -0.0894474807979592
"walking_upstairs" "1" "tBodyAccJerkMag-mean()" -0.466503446226415
"laying" "2" "tBodyAccJerkMag-mean()" -0.987741696041667
"sitting" "2" "tBodyAccJerkMag-mean()" -0.986774713043478
"standing" "2" "tBodyAccJerkMag-mean()" -0.980489077407407
"walking" "2" "tBodyAccJerkMag-mean()" -0.281424153881356
"walking_downstairs" "2" "tBodyAccJerkMag-mean()" 0.00565516335106383
"walking_upstairs" "2" "tBodyAccJerkMag-mean()" -0.321268911041667
"laying" "3" "tBodyAccJerkMag-mean()" -0.979484593387097
"sitting" "3" "tBodyAccJerkMag-mean()" -0.969080752884615
"standing" "3" "tBodyAccJerkMag-mean()" -0.959303840327869
"walking" "3" "tBodyAccJerkMag-mean()" -0.280009317413793
"walking_downstairs" "3" "tBodyAccJerkMag-mean()" -0.205239246653061
"walking_upstairs" "3" "tBodyAccJerkMag-mean()" -0.436901159491525
"laying" "4" "tBodyAccJerkMag-mean()" -0.970095771666667
"sitting" "4" "tBodyAccJerkMag-mean()" -0.9701322836
"standing" "4" "tBodyAccJerkMag-mean()" -0.963370738392857
"walking" "4" "tBodyAccJerkMag-mean()" -0.366700879833333
"walking_downstairs" "4" "tBodyAccJerkMag-mean()" -0.228851413747333
"walking_upstairs" "4" "tBodyAccJerkMag-mean()" -0.400922254807692
"laying" "5" "tBodyAccJerkMag-mean()" -0.980141253846154
"sitting" "5" "tBodyAccJerkMag-mean()" -0.969320155681818
"standing" "5" "tBodyAccJerkMag-mean()" -0.956863566071429
"walking" "5" "tBodyAccJerkMag-mean()" -0.288333024071429
"walking_downstairs" "5" "tBodyAccJerkMag-mean()" -0.0637528559361702
"walking_upstairs" "5" "tBodyAccJerkMag-mean()" -0.247403476914894
"laying" "6" "tBodyAccJerkMag-mean()" -0.954750504912281
"sitting" "6" "tBodyAccJerkMag-mean()" -0.962733502
"standing" "6" "tBodyAccJerkMag-mean()" -0.967102436140351
"walking" "6" "tBodyAccJerkMag-mean()" -0.195117026052632
"walking_downstairs" "6" "tBodyAccJerkMag-mean()" 0.10384507225
"walking_upstairs" "6" "tBodyAccJerkMag-mean()" -0.207379799254902
"laying" "7" "tBodyAccJerkMag-mean()" -0.980127239615385
"sitting" "7" "tBodyAccJerkMag-mean()" -0.976559676458333
"standing" "7" "tBodyAccJerkMag-mean()" -0.973381306226415
"walking" "7" "tBodyAccJerkMag-mean()" -0.192948900438596
"walking_downstairs" "7" "tBodyAccJerkMag-mean()" -0.170319619372979
"walking_upstairs" "7" "tBodyAccJerkMag-mean()" -0.458695232352941
"laying" "8" "tBodyAccJerkMag-mean()" -0.97314748962963
"sitting" "8" "tBodyAccJerkMag-mean()" -0.986061512173913
"standing" "8" "tBodyAccJerkMag-mean()" -0.984920797777778
"walking" "8" "tBodyAccJerkMag-mean()" -0.0668322430433333
"walking_downstairs" "8" "tBodyAccJerkMag-mean()" 0.262628490268421
"walking_upstairs" "8" "tBodyAccJerkMag-mean()" -0.141494613465854
"laying" "9" "tBodyAccJerkMag-mean()" -0.9633745492
"sitting" "9" "tBodyAccJerkMag-mean()" -0.964383757
"standing" "9" "tBodyAccJerkMag-mean()" -0.969524578888889
"walking" "9" "tBodyAccJerkMag-mean()" -0.203733615519231
"walking_downstairs" "9" "tBodyAccJerkMag-mean()" -0.16237608927619
"walking_upstairs" "9" "tBodyAccJerkMag-mean()" -0.440667540204082
"laying" "10" "tBodyAccJerkMag-mean()" -0.976234435172414
"sitting" "10" "tBodyAccJerkMag-mean()" -0.988054237592593
"standing" "10" "tBodyAccJerkMag-mean()" -0.965163818409091
"walking" "10" "tBodyAccJerkMag-mean()" -0.132624992298283
"walking_downstairs" "10" "tBodyAccJerkMag-mean()" 0.0507010228431579
"walking_upstairs" "10" "tBodyAccJerkMag-mean()" -0.262038042446809
"laying" "11" "tBodyAccJerkMag-mean()" -0.983330628421053
"sitting" "11" "tBodyAccJerkMag-mean()" -0.97935563509434
